row_id,COUNTRY_CODE,COUNTRY_NAME,final_decision,invalid_source,both_len,screening_tier,trigger_reason,signal_count,signal_attention,signal_longstring,signal_mahalanobis,signal_odd_even,ls_max_run,md_score,oe_r,BENEFIT_OPEN,TRUST_OPEN,BENEFIT_OPEN_ZH,ATTCHECK_NUMBER,ATTCHECK_RES,DEM_AGE,DEM_GENDER,DEM_EDU,DEM_AGEGRP
186,ALB,Albania,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,22.0,5.992739800567523,,-99,NA,,213,1,20,1,3,18-29
1191,AUS,Australia,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,18.0,2.941645563946501,,NA,-99,,213,1,46,1,4,40-49
1198,AUS,Australia,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,18.0,3.4241836322784605,,NA,-99,,213,1,31,1,4,30-39
1294,AUS,Australia,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,17.0,3.393934609336499,,-99,NA,,213,1,33,1,4,30-39
2295,AUS,Australia,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,18.0,7.004894354762754,,NA,NONE,,213,1,61,0,3,60+
2456,AUS,Australia,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,19.0,5.037512250521892,-0.6859943405700353,NA,-99,,213,1,25,1,3,18-29
2458,AUS,Australia,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,17.0,5.3615060216703565,0.6565321642986127,-99,NA,,213,1,25,1,3,18-29
2486,AUS,Australia,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,19.0,3.5982496514369195,,-99,NA,,213,1,49,1,4,40-49
2487,AUS,Australia,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,28.0,4.351367873228035,-0.4472135954999579,NA,-99,,213,1,34,1,4,30-39
2488,AUS,Australia,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,28.0,3.8574856178621264,-0.2,-99,NA,,213,1,39,1,4,30-39
2489,AUS,Australia,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,28.0,3.9446197440266193,0.4472135954999579,NA,-99,,213,1,34,1,4,30-39
2490,AUS,Australia,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,28.0,4.838908850875913,0.9258200997725514,-99,NA,,213,1,31,1,4,30-39
2492,AUS,Australia,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,28.0,2.8425851379032654,,-99,NA,,213,1,28,1,4,18-29
2493,AUS,Australia,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,28.0,3.007474036088014,,NA,-99,,213,1,36,1,4,30-39
2494,AUS,Australia,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,31.0,6.582410565204953,1.0,-99,NA,,213,1,38,1,4,30-39
2584,AUS,Australia,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,28.0,3.3449897954774346,,-99,NA,,213,1,39,1,4,30-39
2602,AUS,Australia,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,18.0,2.876797758010994,,-99,NA,,213,1,35,1,4,30-39
2603,AUS,Australia,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,18.0,3.093631011010666,,NA,-99,,213,1,33,1,4,30-39
2604,AUS,Australia,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,19.0,3.1066442608045057,,NA,-99,,213,1,31,1,4,30-39
2609,AUS,Australia,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,17.0,3.5408186826924943,,-99,NA,,213,1,34,1,4,30-39
2612,AUS,Australia,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,18.0,3.0635735273281997,,NA,-99,,213,1,47,1,4,40-49
2698,AUS,Australia,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,28.0,3.8488848196700145,-0.4472135954999579,NA,-99,,213,1,36,1,4,30-39
2708,AUS,Australia,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,28.0,3.0808698348517463,,NA,-99,,213,1,42,1,4,40-49
2772,AUS,Australia,invalid,rule_A+B,2,NORMAL,,0,0,0,0,0,19.0,8.537560569085889,0.6984302957695782,NA,no,,213,1,19,1,4,18-29
4204,AUS,Australia,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,28.0,4.716364071064695,0.6324555320336759,-99,NA,,213,1,19,1,4,18-29
4205,AUS,Australia,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,31.0,4.5333869803813,-0.4472135954999579,NA,-99,,213,1,18,1,4,18-29
4207,AUS,Australia,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,28.0,4.2766561009174415,-0.7071067811865476,NA,-99,,213,1,19,1,4,18-29
4391,AUS,Australia,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,20.0,3.4422609846964303,,NA,-99,,213,1,27,1,4,18-29
4865,BGD,Bangladesh,invalid,rule_A+B,3,NORMAL,,0,0,0,0,0,19.0,5.272139608430464,,NA,Bal,,213,1,51,0,4,50-59
5248,BGR,Bulgaria,invalid,rule_A+B,3,NORMAL,,0,0,0,0,0,25.0,7.088405466098729,0.7142857142857143,NA,123,,213,1,29,1,4,18-29
5656,BOL,Bolivia,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,26.0,5.89734703328309,,-99,NA,,213,1,29,1,4,18-29
6005,BRA,Brazil,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,28.0,5.146031099149659,,NA,-99,,213,1,28,0,4,18-29
7576,BWA,Botswana,invalid,rule_A+B,3,NORMAL,,0,0,0,0,0,18.0,7.056201721972971,,NA,N/A,,213,1,40,0,4,40-49
8509,CAN,Canada,invalid,rule_A+B,1,NORMAL,,0,0,0,0,0,24.0,5.340076603953728,,NA,".
",,213,1,35,1,4,30-39
8791,CAN,Canada,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,18.0,4.032130192819573,,NA,-99,,213,1,54,1,3,50-59
9015,CAN,Canada,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,17.0,3.7059564847808293,,NA,-99,,213,1,40,0,4,40-49
9367,CAN,Canada,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,20.0,2.196868817020475,,None,NA,,213,1,28,0,4,18-29
9984,CAN,Canada,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,20.0,3.439117925157377,,NA,None ,,213,1,25,1,3,18-29
9987,CAN,Canada,invalid,rule_A+B,2,NORMAL,,0,0,0,0,0,29.0,6.521596918656969,,no,NA,,213,1,33,0,4,30-39
11093,CHE,Switzerland,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,31.0,5.38429089823555,,-99,NA,,213,1,35,1,4,30-39
12312,CHL,Chile,invalid,rule_A+B,5,NORMAL,,0,0,0,0,0,20.0,4.5866612157284665,,Todos ,NA,,213,1,37,NA,3,30-39
12456,CHN,China,invalid,rule_A+B,1,NORMAL,,0,0,0,0,0,31.0,3.735367521033336,0.0,无,NA,,213,1,38,1,4,30-39
12542,CHN,China,invalid,rule_A+B,5,NORMAL,,0,0,0,0,0,18.0,3.797140217025011,,NA,成功的考研,,213,1,32,0,4,30-39
12610,CHN,China,invalid,rule_A+B,5,MEDIUM,longstring_exceed,1,0,1,0,0,32.0,3.4602634669296415,,广大的民众,NA,,213,1,36,0,4,30-39
12622,CHN,China,invalid,rule_A+B,4,NORMAL,,0,0,0,0,0,18.0,2.9526501749429572,,NA,客观诚实,,213,1,43,0,4,40-49
12769,CHN,China,invalid,rule_A+B,2,NORMAL,,0,0,0,0,0,18.0,2.7839436242442144,,民众,NA,,213,1,60,1,4,60+
12818,CHN,China,invalid,rule_A+B,3,NORMAL,,0,0,0,0,0,22.0,4.470413285292522,,不清楚,NA,,213,1,50,0,4,50-59
12859,CHN,China,invalid,rule_A+B,5,NORMAL,,0,0,0,0,0,31.0,8.127193124003346,0.7,高科技产业,NA,,213,1,23,1,4,18-29
12880,CHN,China,invalid,rule_A+B,3,NORMAL,,0,0,0,0,0,24.0,4.379110298749878,,全世界,NA,,213,1,NA,0,4,NA
12953,CHN,China,invalid,rule_A+B,1,NORMAL,,0,0,0,0,0,23.0,3.844538282455891,,我,NA,,213,1,60,1,4,60+
14097,CZE,Czech Republic,invalid,rule_A+B,5,NORMAL,,0,0,0,0,0,28.0,3.177105549726309,1.0,nevím,NA,,213,1,54,0,3,50-59
14370,CZE,Czech Republic,invalid,rule_A+B,5,MEDIUM,longstring_exceed,1,0,1,0,0,57.0,2.187001161875154,,NA,Nevím ,,213,1,55,1,3,50-59
14425,CZE,Czech Republic,invalid,rule_A+B,5,NORMAL,,0,0,0,0,0,17.0,4.393030637843414,,Nevim,NA,,213,1,45,0,3,40-49
14486,CZE,Czech Republic,invalid,rule_A+B,5,NORMAL,,0,0,0,0,0,21.0,4.640633000902664,,nevím,NA,,213,1,64,0,3,60+
15267,DNK,Denmark,invalid,rule_A+B,4,NORMAL,,0,0,0,0,0,20.0,4.664716324558225,,Alle,NA,,213,1,53,0,3,50-59
15726,DNK,Denmark,invalid,rule_A+B,4,NORMAL,,0,0,0,0,0,23.0,2.8617972202797617,,alle,NA,,213,1,57,1,4,50-59
16115,EGY,Egypt,invalid,rule_A+B,5,MEDIUM,longstring_exceed,1,0,1,0,0,43.0,6.1327289535007905,,NA,ممتاز,,213,1,29,1,4,18-29
16126,EGY,Egypt,invalid,rule_A+B,4,NORMAL,,0,0,0,0,0,24.0,3.1006285169365633,,Good ,NA,,213,1,25,1,4,18-29
16558,ETH,Ethiopia,invalid,rule_A+B,4,NORMAL,,0,0,0,0,0,18.0,7.196037266969457,0.0,West ,NA,,213,1,20,NA,3,18-29
16905,BEL,Belgium,invalid,rule_A+B,4,NORMAL,,0,0,0,0,0,28.0,4.899504854451374,,beuh,NA,,213,1,36,1,4,30-39
16981,BEL,Belgium,invalid,rule_A+B,1,NORMAL,,0,0,0,0,0,20.0,3.325600915358486,0.7071067811865476,/,NA,,213,1,27,0,4,18-29
17080,BEL,Belgium,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,29.0,5.726853904508921,,-99,NA,,213,1,35,0,4,30-39
17137,ITA,Italy,invalid,rule_A+B,5,NORMAL,,0,0,0,0,0,22.0,2.9690486587154634,,tutti,NA,,213,1,44,1,3,40-49
17511,DEU,Germany,invalid,rule_A+B,1,NORMAL,,0,0,0,0,0,26.0,2.1247630098438766,,NA,-,,213,1,26,0,3,18-29
17518,BEL,Belgium,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,28.0,5.726853904508921,,-99,NA,,213,1,35,0,4,30-39
17692,DEU,Germany,invalid,rule_A+B,3,NORMAL,,0,0,0,0,0,18.0,7.235363041760271,,Das,NA,,213,1,22,1,3,18-29
17966,BEL,Belgium,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,27.0,5.726853904508921,,-99,NA,,213,1,33,1,4,30-39
17990,DEU,Germany,invalid,rule_A+B,5,MEDIUM,longstring_exceed,1,0,1,0,0,40.0,6.633159944486496,,NA,keine,,213,1,59,1,3,50-59
18027,DEU,Germany,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,18.0,4.33151989750557,1.0,-99,NA,,213,1,22,1,2,18-29
18202,BEL,Belgium,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,26.0,5.726853904508921,,-99,NA,,213,1,37,1,4,30-39
18319,BEL,Belgium,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,26.0,5.726853904508921,,-99,NA,,213,1,35,1,4,30-39
18539,BEL,Belgium,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,28.0,5.726853904508921,,-99,NA,,213,1,37,1,4,30-39
18547,BEL,Belgium,invalid,rule_A+B,1,NORMAL,,0,0,0,0,0,19.0,4.1392517083449505,0.6123724356957946,NA,?,,213,1,46,1,4,40-49
18565,BEL,Belgium,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,27.0,5.726853904508921,,-99,NA,,213,1,36,1,4,30-39
18657,DEU,Germany,invalid,rule_A+B,1,NORMAL,,0,0,0,0,0,18.0,4.850433911495104,0.31622776601683794,.,NA,,213,1,31,0,3,30-39
19390,BEL,Belgium,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,31.0,3.3080685140420685,-0.2,NA,-99,,213,1,51,0,4,50-59
19689,BEL,Belgium,invalid,rule_A+B,3,NORMAL,,0,0,0,0,0,30.0,7.760141764254612,0.6324555320336759,NA,Jsp,,213,1,21,NA,4,18-29
19701,DEU,Germany,invalid,rule_A+B,3,NORMAL,,0,0,0,0,0,19.0,3.765486658087919,1.0,NA,gut,,213,1,66,1,4,60+
19819,BEL,Belgium,invalid,rule_A+B,4,NORMAL,,0,0,0,0,0,19.0,8.67407904740233,-0.2,Good,NA,,213,1,30,1,2,30-39
19937,BEL,Belgium,invalid,rule_A+B,3,NORMAL,,0,0,0,0,0,22.0,8.191939485240422,-0.3508232077228117,Wij,NA,,213,1,43,1,3,40-49
19959,DEU,Germany,invalid,rule_A+B,2,NORMAL,,0,0,0,0,0,19.0,6.496648014549397,0.9258200997725514,NA,Ja,,213,1,55,1,4,50-59
20039,BEL,Belgium,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,18.0,2.297233389584751,,NA,-99,,213,1,51,0,4,50-59
20101,DEU,Germany,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,23.0,7.022383172443145,0.6565321642986127,-99,NA,,213,1,32,0,3,30-39
20106,BEL,Belgium,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,18.0,4.870752015246729,0.0,-99,NA,,213,1,71,0,3,60+
20376,BEL,Belgium,invalid,rule_A+B,4,NORMAL,,0,0,0,0,0,30.0,3.6050741950574614,0.7071067811865476,Tous ,NA,,213,1,59,0,4,50-59
20476,DEU,Germany,invalid,rule_A+B,1,NORMAL,,0,0,0,0,0,24.0,3.519044729765158,,-,NA,,213,1,49,0,3,40-49
20674,DEU,Germany,invalid,rule_A+B,4,NORMAL,,0,0,0,0,0,24.0,3.1115523419898286,0.2,Alle,NA,,213,1,49,1,4,40-49
20794,BEL,Belgium,invalid,rule_A+B,3,NORMAL,,0,0,0,0,0,26.0,2.3277428215248657,,NA,nsp,,213,1,32,0,2,30-39
20804,ESP,Spain,invalid,rule_A+B,5,NORMAL,,0,0,0,0,0,27.0,2.2740639920104955,,no se,NA,,213,1,35,0,3,30-39
20897,ESP,Spain,invalid,rule_A+B,5,NORMAL,,0,0,0,0,0,22.0,2.8323058574808244,,no se,NA,,213,1,61,0,4,60+
21006,BEL,Belgium,invalid,rule_A+B,1,NORMAL,,0,0,0,0,0,20.0,3.7209787917935104,,NA,/,,213,1,54,0,3,50-59
21281,ESP,Spain,invalid,rule_A+B,4,NORMAL,,0,0,0,0,0,26.0,2.296594481688018,,NA,Nose,,213,1,34,1,2,30-39
21310,DEU,Germany,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,18.0,3.400985397192676,,NA,-99,,213,1,53,0,3,50-59
21541,BEL,Belgium,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,19.0,6.9219507876329756,-0.058823529411764705,NA,-99,,213,1,53,1,4,50-59
21798,ESP,Spain,invalid,rule_A+B,5,MEDIUM,longstring_exceed,1,0,1,0,0,71.0,6.439889889998842,,NA,Nunca,,213,1,27,1,4,18-29
21913,ESP,Spain,invalid,rule_A+B,5,MEDIUM,longstring_exceed,1,0,1,0,0,33.0,2.9589861426966393,,NA,mucha,,213,1,23,1,3,18-29
22042,FIN,Finland,invalid,rule_A+B,3,NORMAL,,0,0,0,0,0,26.0,5.84974332703908,,NA,Htc,,213,1,32,1,3,30-39
22095,NLD,Netherlands,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,25.0,4.974542000344213,0.0,NA,-99,,213,1,19,0,3,18-29
22253,DEU,Germany,invalid,rule_A+B,1,NORMAL,,0,0,0,0,0,27.0,4.455382857094338,,NA,. ,,213,1,39,1,4,30-39
22481,ESP,Spain,invalid,rule_A+B,5,NORMAL,,0,0,0,0,0,24.0,5.29703140810359,,NA,no se,,213,1,51,1,2,50-59
22614,NLD,Netherlands,invalid,rule_A+B,3,NORMAL,,0,0,0,0,0,26.0,2.1811610683931586,,NA,Nvt,,213,1,33,0,3,30-39
22698,DEU,Germany,invalid,rule_A+B,1,NORMAL,,0,0,0,0,0,22.0,2.9896955076859184,,NA,-,,213,1,25,0,3,18-29
23113,DEU,Germany,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,26.0,2.1247630098438766,,NA,-99,,213,1,34,1,3,30-39
23294,IRL,Ireland,invalid,rule_A+B,5,NORMAL,,0,0,0,0,0,18.0,4.584827013828726,,NA,Proof,,213,1,34,0,4,30-39
24280,CYP,Cyprus,invalid,rule_A+B,1,NORMAL,,0,0,0,0,0,23.0,2.2784557878146763,,Φ,NA,,213,1,36,1,4,30-39
24410,FIN,Finland,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,17.0,6.144564067276773,,-99,NA,,213,1,57,0,3,50-59
24705,CYP,Cyprus,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,19.0,6.805566131979033,,NA,-99,,213,1,35,0,4,30-39
24726,NLD,Netherlands,invalid,rule_A+B,4,NORMAL,,0,0,0,0,0,24.0,5.638728715788388,,NA,niks,,213,1,45,NA,3,40-49
24880,FIN,Finland,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,18.0,4.011223798504524,,NA,-99,,213,1,27,0,3,18-29
24885,DEU,Germany,invalid,rule_A+B,4,NORMAL,,0,0,0,0,0,29.0,4.85259878825383,,alle,NA,,213,1,66,0,3,60+
25301,DEU,Germany,invalid,rule_A+B,5,NORMAL,,0,0,0,0,0,28.0,5.063213813237457,,Keine ,NA,,213,1,78,0,2,60+
25659,GRC,Greece,invalid,rule_A+B,1,NORMAL,,0,0,0,0,0,25.0,3.7223572809071332,0.6324555320336759,.,NA,,213,1,38,1,3,30-39
25686,FIN,Finland,invalid,rule_A+B,1,NORMAL,,0,0,0,0,0,26.0,6.7075147076823995,,. ,NA,,213,1,27,NA,3,18-29
26385,GRC,Greece,invalid,rule_A+B,3,NORMAL,,0,0,0,0,0,17.0,3.927686833902377,,NA,Ναι ,,213,1,51,0,3,50-59
26713,DEU,Germany,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,28.0,2.170768040528697,,-99,NA,,213,1,28,1,4,18-29
26883,SVN,Slovenia,invalid,rule_A+B,1,NORMAL,,0,0,0,0,0,17.0,4.250192798315932,1.0,NA,",",,213,1,61,1,3,60+
26926,DEU,Germany,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,18.0,3.146474619714805,,NA,-99,,213,1,52,0,3,50-59
27200,SVN,Slovenia,invalid,rule_A+B,5,MEDIUM,longstring_exceed,1,0,1,0,0,52.0,6.16205514848647,,NA,Nevem,,213,1,22,NA,1,18-29
27260,DEU,Germany,invalid,rule_A+B,5,NORMAL,,0,0,0,0,0,26.0,1.9784336903276434,,k. A.,NA,,213,1,49,0,3,40-49
27383,SVN,Slovenia,invalid,rule_A+B,5,NORMAL,,0,0,0,0,0,19.0,4.341465634471049,0.6859943405700353,NA,nevem,,213,1,22,0,2,18-29
27621,SVN,Slovenia,invalid,rule_A+B,3,NORMAL,,0,0,0,0,0,26.0,5.633907683450329,,NA,Vse,,213,1,44,1,3,40-49
27817,NLD,Netherlands,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,26.0,7.4199524574302895,,-99,NA,,213,1,46,0,3,40-49
28084,DEU,Germany,invalid,rule_A+B,1,NORMAL,,0,0,0,0,0,26.0,4.85259878825383,,. ,NA,,213,1,39,1,4,30-39
28093,DEU,Germany,invalid,rule_A+B,5,MEDIUM,longstring_exceed,1,0,1,0,0,32.0,5.968051252518381,,nuzzt,NA,,213,1,51,0,3,50-59
28273,DEU,Germany,invalid,rule_A+B,1,NORMAL,,0,0,0,0,0,17.0,3.443509968433065,,-,NA,,213,1,44,1,3,40-49
29053,DEU,Germany,invalid,rule_A+B,4,NORMAL,,0,0,0,0,0,17.0,3.189006131624432,,goof,NA,,213,1,30,0,4,30-39
29125,DEU,Germany,invalid,rule_A+B,5,NORMAL,,0,0,0,0,0,26.0,4.748413229035346,,Alle.,NA,,213,1,50,1,4,50-59
29138,DEU,Germany,invalid,rule_A+B,5,NORMAL,,0,0,0,0,0,22.0,5.103882650703987,,alles,NA,,213,1,29,1,4,18-29
29543,DEU,Germany,invalid,rule_A+B,1,NORMAL,,0,0,0,0,0,26.0,2.2950019266304116,,NA,.,,213,1,31,0,3,30-39
29592,DEU,Germany,invalid,rule_A+B,5,NORMAL,,0,0,0,0,0,19.0,6.986781587349095,, vd fd ,NA,,213,1,90,1,4,60+
29711,DEU,Germany,invalid,rule_A+B,5,MEDIUM,longstring_exceed,1,0,1,0,0,46.0,3.1495491162818507,0.4472135954999579,NA,Taten,,213,1,21,1,3,18-29
29961,DEU,Germany,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,17.0,4.236356261394163,,-99,NA,,213,1,51,1,3,50-59
30216,DEU,Germany,invalid,rule_A+B,1,NORMAL,,0,0,0,0,0,20.0,2.5660538743668075,,.,NA,,213,1,28,1,3,18-29
30304,DEU,Germany,invalid,rule_A+B,5,MEDIUM,longstring_exceed,1,0,1,0,0,57.0,2.011296719723115,,NA,"keine
",,213,1,26,0,4,18-29
30370,DEU,Germany,invalid,rule_A+B,3,NORMAL,,0,0,0,0,0,27.0,2.1247630098438766,,k/A,NA,,213,1,41,0,3,40-49
30383,DEU,Germany,invalid,rule_A+B,3,NORMAL,,0,0,0,0,0,21.0,5.016955902874262,,NA,Das,,213,1,21,1,3,18-29
30487,DEU,Germany,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,20.0,3.2337687048552564,,-99,NA,,213,1,49,1,3,40-49
30743,DEU,Germany,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,31.0,3.6595726376844726,-0.2,NA,-99,,213,1,32,0,3,30-39
31216,DEU,Germany,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,31.0,2.165412706382422,,NA,-99,,213,1,53,1,3,50-59
31448,GRC,Greece,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,23.0,3.4312526663905656,,NA,-99,,213,1,35,1,4,30-39
31451,GRC,Greece,invalid,rule_A+B,5,MEDIUM,longstring_exceed,1,0,1,0,0,41.0,3.4345863087853283,0.6123724356957946,Εμείς ,NA,,213,1,33,1,3,30-39
31515,DEU,Germany,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,18.0,5.136739378487661,0.0,NA,-99,,213,1,41,0,3,40-49
31524,DEU,Germany,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,22.0,4.997735926052457,0.0,NA,-99,,213,1,60,0,3,60+
31611,DEU,Germany,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,19.0,2.6150093096847575,-0.2,NA,-99,,213,1,40,0,3,40-49
31952,DEU,Germany,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,26.0,6.539942592862274,,-99,NA,,213,1,59,0,3,50-59
32041,DEU,Germany,invalid,rule_A+B,1,NORMAL,,0,0,0,0,0,21.0,4.512408640526425,-0.6324555320336759,. ,NA,,213,1,36,0,4,30-39
32195,GRC,Greece,invalid,rule_A+B,3,NORMAL,,0,0,0,0,0,31.0,3.6610017754184625,,Εγω,NA,,213,1,26,1,4,18-29
32264,DEU,Germany,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,20.0,2.741298013311718,,-99,NA,,213,1,49,NA,3,40-49
32514,DEU,Germany,invalid,rule_A+B,1,NORMAL,,0,0,0,0,0,28.0,5.70219084236652,,l,NA,,213,1,48,0,4,40-49
32528,DEU,Germany,invalid,rule_A+B,4,NORMAL,,0,0,0,0,0,18.0,2.7266984915166645,,Alle,NA,,213,1,61,0,4,60+
32543,DEU,Germany,invalid,rule_A+B,5,NORMAL,,0,0,0,0,0,20.0,5.575825366724469,,Keine ,NA,,213,1,32,0,3,30-39
32640,DEU,Germany,invalid,rule_A+B,4,NORMAL,,0,0,0,0,0,26.0,2.011296719723115,,NA,viel,,213,1,43,0,3,40-49
32660,DEU,Germany,invalid,rule_A+B,5,NORMAL,,0,0,0,0,0,19.0,6.175593276389832,,alles,NA,,213,1,32,0,4,30-39
32661,DEU,Germany,invalid,rule_A+B,5,NORMAL,,0,0,0,0,0,21.0,3.2510126255314074,,Keine ,NA,,213,1,32,0,4,30-39
32688,DEU,Germany,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,17.0,4.292708298878814,-0.4472135954999579,-99,NA,,213,1,33,1,4,30-39
32896,DEU,Germany,invalid,rule_A+B,5,NORMAL,,0,0,0,0,0,23.0,4.494277809417135,0.0,jeder,NA,,213,1,28,0,4,18-29
32923,DEU,Germany,invalid,rule_A+B,1,NORMAL,,0,0,0,0,0,31.0,2.1250924027900857,,-,NA,,213,1,39,1,4,30-39
33081,AUT,Austria,invalid,rule_A+B,4,NORMAL,,0,0,0,0,0,19.0,3.669107712320537,0.816496580927726,Alle,NA,,213,1,43,0,3,40-49
33213,DEU,Germany,invalid,rule_A+B,5,NORMAL,,0,0,0,0,0,18.0,3.0173703316568914,,NA,Nicht ,,213,1,57,0,3,50-59
33265,DEU,Germany,invalid,rule_A+B,1,NORMAL,,0,0,0,0,0,24.0,7.671644097028541,0.8783100656536799,NA,",",,213,1,31,1,3,30-39
33715,DEU,Germany,invalid,rule_A+B,1,NORMAL,,0,0,0,0,0,19.0,4.511921817177056,,NA,-,,213,1,57,1,3,50-59
33974,DEU,Germany,invalid,rule_A+B,1,NORMAL,,0,0,0,0,0,28.0,2.3398965637152487,,NA,-,,213,1,47,0,3,40-49
34420,AUT,Austria,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,26.0,6.276069170400047,,-99,NA,,213,1,35,1,4,30-39
34435,DEU,Germany,invalid,rule_A+B,1,NORMAL,,0,0,0,0,0,22.0,7.998085908348481,,O,NA,,213,1,30,0,3,30-39
34485,DEU,Germany,invalid,rule_A+B,4,NORMAL,,0,0,0,0,0,28.0,5.090014370715639,,k.A.,NA,,213,1,19,1,3,18-29
34654,DEU,Germany,invalid,rule_A+B,3,NORMAL,,0,0,0,0,0,27.0,2.663861796842633,,NA,Hkh,,213,1,25,1,3,18-29
34704,AUT,Austria,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,26.0,2.24642013649998,,NA,-99,,213,1,38,1,3,30-39
34888,NLD,Netherlands,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,22.0,4.904088412837948,,NA,-99,,213,1,62,1,3,60+
35049,FRA,France,invalid,rule_A+B,4,NORMAL,,0,0,0,0,0,20.0,5.517904505840118,,NA,Rien,,213,1,41,1,4,40-49
35071,FRA,France,invalid,rule_A+B,4,NORMAL,,0,0,0,0,0,28.0,8.214141276751086,0.5252257314388902,NA,Rien ,,213,1,22,1,3,18-29
35087,FRA,France,invalid,rule_A+B,4,NORMAL,,0,0,0,0,0,26.0,4.193068199528038,,rien,NA,,213,1,49,1,4,40-49
35678,FRA,France,invalid,rule_A+B,5,NORMAL,,0,0,0,0,0,31.0,5.477439513982015,,Great,NA,,213,1,29,1,4,18-29
35800,FRA,France,invalid,rule_A+B,4,NORMAL,,0,0,0,0,0,24.0,6.95332394441722,,Rien ,NA,,213,1,37,1,2,30-39
36677,FRA,France,invalid,rule_A+B,3,NORMAL,,0,0,0,0,0,18.0,5.372539446475427,,Ras,NA,,213,1,30,0,3,30-39
36925,FRA,France,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,27.0,9.027821775518825,,-99,NA,,213,1,53,1,2,50-59
37091,FRA,France,invalid,rule_A+B,0,NORMAL,,0,0,0,0,0,20.0,2.6116605404680895,,-99,NA,,213,1,47,1,4,40-49
